OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
rtqtZ0_kOA-GP33mn6-Kpg,"['Food', 'Vegetarian', 'Juice Bars & Smoothies', 'Salad', 'Restaurants']"
vJcjhJ9rQP4-T3K_hdAjfg,"['Restaurants', 'Italian']"
yExYqENb4F6qH6kJxTOaSQ,"['Delis', 'Restaurants']"
pPoBiFyTjwPSg3R2Q3AeVQ,"['Pizza', 'Bars', 'Restaurants', 'Sports Bars', 'Nightlife']"
FOfhEC6rN23RQaUlsR2byw,"['Fondue', 'Restaurants']"
lC9YZVhQHXHfN9Rkpk8kIA,"['Thai', 'Asian Fusion', 'Restaurants']"
GGyHZtnAA5LBgouB-32ARA,"['Steakhouses', 'Restaurants']"
ZFGBKeeEwIhxRFj0RFF1Xw,"['Burgers', 'Fast Food', 'Restaurants']"
aHGcI-KGitnGRco_D_I9Ag,"['American (Traditional)', 'Restaurants']"
oGP7dQdk8PVUD5P6OsCfjA,"['Canadian (New)', 'Restaurants']"
rTiHdcllDqPh6G46jtJ-SA,"['Pizza', 'Restaurants']"
S4TWo9X6b3gU6uucj4JN3g,"['Mexican', 'Restaurants']"
b4OrcoUNutnriINTyoqhug,"['Greek', 'Restaurants', 'African']"
H-e74SghEFfIz_TdUS_2KQ,"['Falafel', 'Mediterranean', 'Restaurants']"
dfxGnjDhsLCA7B9FQgvTdw,"['American (New)', 'Restaurants']"
l9JvQhr9-ktjuFQOnchFmA,"['Restaurants', 'Italian']"
kXI_-rLCUC9JGE4rFetwDA,"['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants']"
Azczfb5mC4otyyXqjYsuzA,"['Food', 'Ice Cream & Frozen Yogurt', 'Restaurants']"
11_Py0PMSwvnok8K9I3AgA,"['Cajun/Creole', 'Seafood', 'Restaurants']"
DzjqeV0AxSutsEscHMBoHw,"['Middle Eastern', 'Restaurants']"
Yg72nmS4epd8gyaXKn2o4A,"['Mexican', 'Restaurants']"
JsbTHeqjJ5W9VPRptV0aLA,"['Italian', 'Pizza', 'Restaurants']"
95RAoc1wnt2rs28Wfs6_1Q,"['Pubs', 'Bars', 'Restaurants', 'Nightlife', 'Gastropubs']"
nTfeDYEy9fV4dEc7LMgM2g,"['Food', 'Food Delivery Services', 'Restaurants', 'Pizza', 'Italian']"
eOug4Lp-b5-jrtkoLMQq2g,"['American (New)', 'Restaurants']"
sIrAwrRPM4KTD6fajS4_fQ,"['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
_wrA7CMbMqcWEDCNghi5cg,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
fjaMSLUCjCFKdFgq5QiFkA,['Restaurants']
6t9AhPny9pkVgkxoP7LqYQ,"['Food', 'Desserts', 'Bubble Tea', 'Japanese', 'Restaurants']"
_wZTYYL7cutanzAnJUTGMA,"['Bars', 'American (Traditional)', 'Nightlife', 'Lounges', 'Restaurants']"
pi6eN2zM9VAR4RjAoFSqzg,"['Sushi Bars', 'Restaurants']"
FcbmXlWUcbrYJeEDKBywEA,"['Fast Food', 'Mexican', 'Restaurants']"
oT6K-uJgGLq3FbcQQn3ivQ,"['American (New)', 'Restaurants']"
uxzYF6A_PLVhIraINJfDbw,"['Indian', 'Buffets', 'Restaurants']"
bee_DAFUBI2MzhBytXHGoQ,"['Burgers', 'Tex-Mex', 'Barbeque', 'Restaurants']"
xBVvzPw5VYarWUs_uRCQig,"['Mexican', 'Restaurants']"
lMZIBOyq7S0HUYdGXGdmow,"['Restaurants', 'Italian']"
g3WAdIH2ULX6hFI6hOfBWw,"['Asian Fusion', 'Sushi Bars', 'Japanese', 'Restaurants']"
T9P5upncD3Ngwe-kl-wljg,"['Nightlife', 'Seafood', 'Bars', 'Sports Bars', 'Restaurants']"
hh2lP4_2N-tk_OxmaTf_qA,"['Steakhouses', 'Restaurants']"
R03KiuX4bCGpKEvCzNeCXg,"['Chinese', 'Restaurants']"
LSoRoX3DDsX8YgqTQpQuTQ,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
LxxmtHFNZ5S-MyhykoE4Sg,"['Burgers', 'Fast Food', 'Restaurants']"
nbpY3tbPrAksoqOrYwlx7Q,"['Restaurants', 'Mediterranean', 'Turkish']"
TrUPQ6CgVw4CpUuIk-AE2A,"['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants']"
wqOSESjr7ioLSAUOzzhqoQ,"['Mexican', 'Restaurants']"
8tH8kFrvxped0le4beLmeQ,"['Sushi Bars', 'Restaurants']"
B814vBx8gPrx3qN41MV_uw,"['Fast Food', 'Restaurants']"
e8Gt-GSedFlk32le0ethHQ,"['Food', 'Desserts', 'Sandwiches', 'Vegan', 'Restaurants']"
wNisE2bH-ab86Qp7sEFukA,"['Fast Food', 'Restaurants']"
ehpI2R49yR6Yb4PgQeSrnA,"['Korean', 'Restaurants']"
lM3q1N0lpxStCLYMCoqGhw,"['Italian', 'Pizza', 'Restaurants']"
aX3dNl6iDh4FaSw7-ipvQw,"['Pizza', 'Restaurants']"
PHha2OcNdRA4dadK8mMhLw,"['Mexican', 'Restaurants']"
g-sizDI5AvXJ0W94VVyuqA,"['French', 'Restaurants']"
3DUemE_hdk-TwbVj1zlckg,"['Burgers', 'Cheesesteaks', 'Pizza', 'Restaurants']"
Q19gSL2gPn-v0pOsnANuRA,"['Scottish', 'British', 'Restaurants']"
6pd0Z40VifMh6ETJrOw_0g,"['Burgers', 'American (Traditional)', 'Fast Food', 'Restaurants']"
npV28dGj3KIcpf1zOhM7Qg,"['Restaurants', 'Italian']"
v1jRhfoNKW4qpLhqhI8ApQ,"['Mexican', 'Restaurants']"
FtjvnLhh51ZBYEpKAARaFQ,"['American (New)', 'Restaurants']"
tSZ-YjOgclHQaAASoeGEDg,"['Burgers', 'Hot Dogs', 'Restaurants']"
agKdJFimKaicA205CoDYIQ,"['Food', 'American (Traditional)', 'Sandwiches', 'Food Trucks', 'Restaurants']"
PGKNUqWf8bbh3SQMcuKvCA,"['French', 'Restaurants']"
voPFKvVFm7b01xUyJixFYA,"['Seafood', 'Restaurants']"
1hyJEY-DGD898iN6S-AmtQ,"['Pizza', 'Restaurants']"
JUvY3uPMixVJyW02bE23qg,"['American (Traditional)', 'Southern', 'Restaurants']"
3l72FflaaeI0tWEAWN3-gQ,"['Mexican', 'Restaurants']"
NYwMTKUPCojSbzAucMCc1Q,"['Burgers', 'Cafes', 'Salad', 'Restaurants']"
WhBxWYRj6rycigYqdXY9cA,"['Bars', 'Food', 'Breweries', 'Pubs', 'Nightlife', 'American (New)', 'Restaurants']"
C6lM880c3gEdk_9ZjtKYWA,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
TdNHnV80NNtoIRRQX6bunw,"['Bakeries', 'Food', 'Lebanese', 'Middle Eastern', 'Restaurants']"
sH0gQB4t4kcDxY_MImHqYA,"['Tapas Bars', 'Spanish', 'Restaurants']"
S78B3Ue7HfdJRmuGsxoEKg,"['Sushi Bars', 'Restaurants']"
Abl2L79Xo3RMMxjafaJ6MQ,"['Restaurants', 'Italian']"
dlf3VARfcFZfR9_4eab7-Q,"['Thai', 'Restaurants']"
zJbj9CaLSjDfP0g1Gk-74w,"['Burgers', 'Fast Food', 'Restaurants']"
iMuKfVjInB_WMErhc7rdaQ,"['Fast Food', 'Restaurants']"
HCVht5j_wW17QxlKewYmxw,"['Fast Food', 'Restaurants']"
1z24CnnIH6j0Kl1ViDtSYw,"['Fast Food', 'Sandwiches', 'Restaurants']"
WjroQezRhqoKmflC9080ew,"['Mexican', 'Restaurants']"
edC8euBdO5hxRHRs3RIvZg,"['Burgers', 'Fast Food', 'Restaurants']"
Vm1aNoxBIRUeQ0TQph5_lw,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']"
TKTiztj5UOz2Na3xw9Hkvg,"['Pakistani', 'Indian', 'Restaurants']"
BsBTK3Fi0RyghzKzR7EECQ,"['Thai', 'Restaurants']"
z9qPKK_g_zujxZBslGBYIw,"['Burgers', 'Fast Food', 'Restaurants']"
OqSiWQHnqYEWCIJLR-BcFw,"['Cafes', 'Mediterranean', 'Restaurants']"
noX7tQCO-zYkJxVqoZ4u8g,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)', 'Restaurants']"
LjwXnAjusrwCZGsWV3Ue8Q,"['Fast Food', 'Chinese', 'Restaurants']"
UCid2Tas6K4SB9sHO9gQ8w,"['Bars', 'Asian Fusion', 'American (New)', 'Nightlife', 'Restaurants']"
Wjpd2qoOVD2RUGCdjXM_rw,"['Food', 'Ethnic Food', 'Vegetarian', 'Specialty Food', 'Sandwiches', 'Restaurants']"
Cz0McL5lUaihqOIw0_Yo7w,"['Breakfast & Brunch', 'Restaurants']"
3xEB9FyFXolq1b_Qn_BFtg,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']"
37NiLnR7_gFMvBmYPsoskA,"['Fast Food', 'Chicken Wings', 'Restaurants']"
vwdlu-Fhl_TH4txECi1VzA,"['Bars', 'Sushi Bars', 'Nightlife', 'Lounges', 'Restaurants']"
2cM1L2ngS5YLR_3APAaxfQ,"['Cafes', 'Canadian (New)', 'Restaurants']"
cnvVpOF0pC0QuvANdCpoMQ,"['Food', 'Desserts', 'American (Traditional)', 'Restaurants']"
JnOZS5bvQypTaCW1e1W4IQ,"['Burgers', 'Delis', 'Restaurants']"
b5OBIHUqtJNsOCZpwSpUWQ,"['Burgers', 'Fast Food', 'Restaurants']"
YZZ25gyX-E7yGVnA97I_sg,"['Barbeque', 'Restaurants']"
XK2GG_SNfZf2op7VWy6L7g,"['Bars', 'Tapas/Small Plates', 'Nightlife', 'Lounges', 'Gastropubs', 'Restaurants']"
yP23rR1T5Q3Z33mol141eg,"['Fast Food', 'Restaurants']"
1aOiRg6IJSimaexJspyvfQ,"['Mexican', 'Restaurants']"
HS2mBnsyFqlXrePt8AAWJQ,"['Brasseries', 'French', 'Restaurants']"
0HIOVPAD0NngfT1_zrUh5w,"['Mediterranean', 'Restaurants']"
IhDTUAFc2x8U8brTeBAeUQ,"['Persian/Iranian', 'Middle Eastern', 'Restaurants']"
lRhKubuHbjKjEm07o-oxBw,"['Mexican', 'Restaurants']"
wdbjLbmj_2nfkwFsD4f3gA,"['Bars', 'Nightlife', 'Canadian (New)', 'Restaurants']"
2tXpqXexE-rn2iDRutiBXQ,"['Chicken Wings', 'Restaurants']"
mzbQCUmd135tsNW6hY3G6A,"['Chinese', 'Restaurants']"
Ava5e1hLjDI-lHA_Q8KwSg,"['Sushi Bars', 'Restaurants']"
-qeubUfFjWg3yA02IFxbKQ,"['Cajun/Creole', 'Fast Food', 'American (New)', 'Restaurants']"
VZUbvO-m-ceuoMPRM3-NrQ,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
Q3Lxcu3qWZiTTd2AyxykLg,"['Pizza', 'Restaurants']"
hQBLiFMHKq7OvsaGCb9AZA,"['Mexican', 'Restaurants']"
T2NesLFF9Xhlho3iw8i53g,"['Mexican', 'Restaurants']"
hJ3BUiQg64X7NNgjhIJ9yw,"['Bistros', 'Breakfast & Brunch', 'Restaurants']"
F3P2F-IMu9XhVsMU5rVyCw,"['Cantonese', 'Asian Fusion', 'Chinese', 'Restaurants']"
OzLBhVzESxUArq0nTxToQw,"['Fast Food', 'Restaurants']"
kOkSApgEw6PiptPZGV5Jbw,"['Mexican', 'Restaurants']"
simnCuMX4OVwIhWaIqL4zA,"['Chinese', 'Restaurants']"
5pB-HQT-LvEdE2Pa5oyxdw,"['Food', 'Delis', 'Coffee & Tea', 'Restaurants']"
vcZWlI0eHiGwlUfP-5Ov8Q,"['Thai', 'Restaurants']"
aUb1ulqB4B1y6kQuqRV3cg,"['Szechuan', 'Chinese', 'Restaurants']"
9HZiyUyDcZl5WCA248mAJA,"['Food', 'Fast Food', 'Restaurants', 'Turkish']"
_6MDHQQ-PeUJ9CP-MoKApA,"['Breakfast & Brunch', 'American (Traditional)', 'Sandwiches', 'Restaurants']"
S3ZYZjRmzgyvoUGbLOvsBQ,"['Food', 'Coffee & Tea', 'Juice Bars & Smoothies', 'Restaurants', 'Cafes']"
exyrJvzW0pXIfeWwJwYBvA,"['Japanese', 'Restaurants']"
xI0UZH734lJtm39DbLf-Bw,"['Bars', 'Mexican', 'Nightlife', 'Restaurants']"
SpDMxYfPhnAhw2SJCdSSSQ,"['Thai', 'Chinese', 'Restaurants']"
Ldx4Qe_R7w3OlSx3E-z0aA,"['Bars', 'American (Traditional)', 'Diners', 'Nightlife', 'Sports Bars', 'Restaurants']"
VeKACxkGT7SxIgzOZ7iqTQ,"['Korean', 'Sushi Bars', 'Japanese', 'Restaurants']"
2OZtiGEvLfAjfhC18m9Djw,"['Pizza', 'Restaurants']"
y_NFoYZYY74SPnSoec0Aiw,"['Greek', 'Mediterranean', 'Restaurants']"
1zgwmE26LtJH5C1mD6MQpw,"['Sandwiches', 'Restaurants']"
nBh_r_hseU4fM92-tKaivw,"['Fast Food', 'Restaurants']"
LXgYuzuVgUyGids9i3pM9g,"['Pizza', 'Restaurants']"
D6sriF-ak-e5D_MTsPc3wg,"['Fast Food', 'Restaurants']"
x8GTTMIAtUJ5EsIMnsOacQ,"['Burgers', 'American (New)', 'Restaurants']"
z2uFdzUyJniU4yysFJvSrQ,"['Soul Food', 'Restaurants']"
JIUlJaFzsBpQ1e5QpILOhw,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
7N713OtnkPkS63VrWwtjWw,"['Indian', 'Restaurants']"
_CSt3oYGYC3uVaifWK0IIg,"['Fast Food', 'Chicken Wings', 'Salad', 'Restaurants']"
IXyqnUlBgzchNqfcRVLosg,"['Food', 'Donuts', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
_nypuc5Ke462rFWKoZ_bDw,"['Mexican', 'Restaurants']"
e5gB2kDFaodtxMTa53C29g,"['Breakfast & Brunch', 'American (Traditional)', 'Cafes', 'Restaurants']"
mxeJ0QOXmGPucx8TayGeIw,"['Food', 'Coffee & Tea', 'American (Traditional)', 'Sandwiches', 'Restaurants']"
4hEUZndqbS5ju-NRyTxZew,['Restaurants']
Ub2W3BUB3LQIkFNNWLI-Sg,"['Filipino', 'Restaurants']"
BfPfbYK-MzTew3FgFw5GLw,"['Pizza', 'Restaurants']"
JVD3DDVP-Q9ctNrQAIU8Kw,"['Vietnamese', 'Restaurants']"
ClRgYu3vtPcXTjDQd4wa_w,"['American (Traditional)', 'Steakhouses', 'Barbeque', 'Restaurants']"
sgZwUkKSpFQxE2v1hE-hcQ,"['Breakfast & Brunch', 'American (Traditional)', 'Mediterranean', 'Restaurants']"
aGbjLWzcrnEx2ZmMCFm3EA,"['Burgers', 'Restaurants']"
ZAQygz2wmvc13oL8mfRFuQ,"['Delis', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants']"
TSSNmAcPraYae5yprqaEnQ,"['Italian', 'Pizza', 'Restaurants']"
M73ttBKGZsw1Jg0XbNuKsw,"['Pizza', 'Restaurants']"
FmR45YKqNhwz7wHSzTFl4A,"['Restaurants', 'Pizza', 'Italian']"
0Wgkqmf1uJB9AmiQK75qHw,"['Vietnamese', 'Restaurants']"
sAbRiVqmxNdjTja_vmnsnA,"['Sushi Bars', 'Japanese', 'Restaurants']"
3bdePZRBF5zv1LMjmqp7Cg,"['French', 'Restaurants']"
S-fNAS3auvsDkAl3xcByeg,"['Burgers', 'Fast Food', 'Restaurants']"
VQaLNiZGuG4OnI4-Wnne3w,"['Thai', 'Chinese', 'Restaurants']"
zS756CK9okeMO0awWoGsaw,"['Burgers', 'Restaurants']"
PdZj1gylTC5AaTO21eOYcA,"['Japanese', 'Restaurants']"
xk4FO3d4cn3ymMN9uIqNGA,"['French', 'Restaurants']"
cZutwhWSjiXOQ9_tPD5k4Q,"['Bars', 'Nightlife', 'Dance Clubs', 'Restaurants']"
8aPTQeDYOMNEu907WfflCQ,"['Breakfast & Brunch', 'Restaurants']"
HbUQ_3dlm3uCacmhTEMnuA,"['Steakhouses', 'American (New)', 'Restaurants']"
QkVSaXjg5475VD3sZixCZQ,"['Persian/Iranian', 'Middle Eastern', 'Restaurants']"
9XlLE3H3j5Uv0w8V01yomQ,"['American (Traditional)', 'Restaurants']"
XDYnLQC8ViZejuCDp4eCwg,"['Steakhouses', 'American (New)', 'Restaurants']"
-XN4Oi0UCBK7rE3MsSXdqw,"['Moroccan', 'Restaurants']"
U88FKzAccPp6cGMfWZmbuQ,['Restaurants']
SQ7MWe4iDbvhuVcBpCar9A,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
g8SXB8rqkftbTv5M78Ah9A,"['Peruvian', 'Sandwiches', 'Salad', 'Restaurants']"
cb4YeNdl6MUWis906tzFVQ,"['Japanese', 'Restaurants']"
vlKuU9Jvo88EuaYQodElQw,"['Cuban', 'Restaurants']"
Br9o4CNzhwUw4YUHseGA-g,"['Pizza', 'Restaurants']"
saDJPEJvnionK0PZwSF9FA,"['Burgers', 'Fast Food', 'Restaurants']"
tg88uNQ_Qeq3zopVmBY5dA,"['Gluten-Free', 'Sandwiches', 'Restaurants']"
YSFS4VOR4-cgvijfq6gmxw,"['Pizza', 'Restaurants']"
KVvudcDpXPEx6SRTNSB9uQ,"['Bakeries', 'Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
4KwEzJyeuHqna7_A_eeI3g,"['Bars', 'Food', 'British', 'Pubs', 'Specialty Food', 'Nightlife', 'Restaurants']"
3Gsex5Dyhnoul9l_914MGQ,"['Pizza', 'Restaurants']"
UY0bwSVLcBcMTCYbUycdMw,"['Sushi Bars', 'Restaurants']"
Jak5p86l1uH0ZJLkarAdfg,"['Restaurants', 'Italian']"
wksfC_Dud9G8GPntOq1CxA,"['Restaurants', 'Italian']"
kKFhTgBPZ02W6zsVB59Ukg,"['Indian', 'Chinese', 'Restaurants']"
4B3fxCfIQqUb-mSI2b2SIg,['Restaurants']
I4L_MJOZsnux3xCU2bLP8Q,"['Food', 'Breakfast & Brunch', 'American (New)', 'Coffee & Tea', 'Restaurants']"
6Y-6Y6sy6qOQHrWI37zR1Q,"['Korean', 'Sushi Bars', 'Japanese', 'Restaurants']"
gkWEjZIVcrUerEzed6IKpg,"['Indian', 'Restaurants']"
sllcxcR9olrF0LQH38lZpQ,"['Pizza', 'Restaurants']"
LRuIY8JFqadCSYLo242MGg,"['Breakfast & Brunch', 'Delis', 'Sandwiches', 'Restaurants']"
_hTnLGWujfiZhIaCwWH8Ng,"['Chinese', 'Restaurants']"
iSZ1h5Bi1M3UuTlrQ46SQg,"['Thai', 'Asian Fusion', 'Restaurants']"
vfLog2bLJGl6hAFtGtr0GQ,"['Restaurants', 'Italian']"
ApEvXLmsPMWsUVEfPkrmfg,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Restaurants']"
_ufhmY-588fNlV5ers3UQQ,"['Japanese', 'Restaurants']"
kOfQyegQ7As4JPCpuQSZuQ,"['Greek', 'Restaurants']"
497fzDpPrMlisVRmvY8cmA,"['Food', 'Juice Bars & Smoothies', 'Restaurants', 'Cafes']"
DNr2McGXQLleQkJ0zaCBHQ,"['Pizza', 'Restaurants']"
962X1LkIYgJkov8NIuGmfA,"['Italian', 'Pizza', 'Restaurants']"
7LnQx6Wzi-omWMYodmrEGQ,"['Sushi Bars', 'Japanese', 'Restaurants']"
1zKH87sjLpRr8XDKmk7j1g,"['Bars', 'American (Traditional)', 'Cocktail Bars', 'Nightlife', 'Restaurants']"
RSBdMDQF1nYBj7NTUCdxHw,"['Ethiopian', 'Restaurants']"
62JpvgjH9s_Ufu0isV7MLQ,"['Hawaiian', 'Restaurants']"
3ULJQrfcz81fYgBomNHV8Q,"['Bars', 'Mediterranean', 'Dance Clubs', 'Nightlife', 'Hookah Bars', 'Restaurants']"
SEVBQGIAiBNy2iej5x_QiQ,"['Mexican', 'Restaurants']"
f9jludJLwlM4_2zApw7_rw,"['Burgers', 'Gluten-Free', 'Sandwiches', 'Restaurants']"
NVGQE0sxOQdTcq38qq0Awg,"['Food', 'Coffee & Tea', 'Scottish', 'Restaurants']"
xvLUH7Ex_bfZ6q4AradeRQ,"['Fast Food', 'Restaurants']"
uC8nWYLTBtIc9p6JrcvgkQ,"['Basque', 'Tapas/Small Plates', 'Spanish', 'Restaurants']"
3gih1qw4sAPz22f9W_clBg,"['Bakeries', 'Food', 'Sandwiches', 'Salad', 'Restaurants']"
3LYGwl7UAA4T9lJ4_OuBqQ,"['Lebanese', 'Middle Eastern', 'Restaurants']"
9KybeHqk8ez3G3ufxeR3Ww,"['Breakfast & Brunch', 'Restaurants']"
2X79qKO11V2ALh32WtOIxA,"['Food', 'Grocery', 'Korean', 'Restaurants']"
6-jlUgqp0Mv3PUzMGjrb0A,"['Greek', 'Mediterranean', 'Restaurants']"
x0R-8quCwPqzXeeR2IdoMg,"['American (Traditional)', 'Restaurants']"
fbIbhvvLSHpTqjdSFSGrlA,"['Nightlife', 'Bars', 'Lounges', 'British', 'Restaurants']"
RXmZoUSV4dILgcdNd7GCtQ,"['Wine Bars', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
ZKkI1U5TkAEkvaEjzgBVdw,"['Burgers', 'Restaurants']"
0aV8mzabKSFylfi0NQGqlQ,"['Mexican', 'Restaurants']"
pZuaAQQzYKQc0AhGnmcTQg,"['Chicken Wings', 'Restaurants']"
rBRTxQBjcD4B6vCeDJMFPQ,"['Nightlife', 'Irish', 'Bars', 'Restaurants']"
xyTJYlbE_MLouK6rCou6zg,"['Burgers', 'Bars', 'American (New)', 'Nightlife', 'Restaurants']"
tbRu-3NR5za1SEZkszcp5Q,"['Fast Food', 'Mexican', 'Restaurants']"
9LzftfQm9S_bjpW_hl3xiw,"['Cafes', 'Restaurants']"
uexHclwonPqHE_ef_CFHdQ,"['Latin American', 'Restaurants']"
LYyGQgL60VKdV-p_9OxmWQ,"['Seafood', 'Indian', 'Buffets', 'Restaurants']"
EDIhEegxgXva7jWoJzL1FA,"['Vietnamese', 'Asian Fusion', 'Restaurants']"
n2iWWQUFE8h11VMmb0Ib1g,"['Food', 'Cheesesteaks', 'Italian', 'Food Trucks', 'Restaurants']"
irdy3qeC6_Xu0-VjCLeOmQ,"['Mexican', 'Restaurants']"
-u0m2QhmIUYJU22psWo46Q,"['Seafood', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants']"
wnKlePeaeikRHkIOtJSu_g,"['Nightlife', 'Breakfast & Brunch', 'American (Traditional)', 'Bars', 'Restaurants']"
RN5TVR5k8THsMGFjVbfYkA,"['American (New)', 'Restaurants']"
SGXxugJwTuR4BI7qKso4cg,"['Cajun/Creole', 'American (Traditional)', 'Sandwiches', 'Restaurants']"
PejHXQcuTiUuR7Fv_Qubjw,"['Food', 'Poke', 'Japanese', 'Hawaiian', 'Restaurants']"
Any6WyiVNmgbnWLqoxPXgQ,"['Cafes', 'Bars', 'American (New)', 'Nightlife', 'Restaurants']"
eyjyLrHjTPGuynfv-glYcw,"['Buffets', 'Chinese', 'Restaurants']"
jWiGtY7hTqBjbzN3yyRXbw,"['Restaurants', 'Italian']"
8dlyEiypNYB0sVfdzQll3A,"['Mexican', 'Restaurants']"
PrgdIc0zK9nc8jo8I18x8A,"['Burgers', 'Bars', 'American (New)', 'Nightlife', 'Restaurants']"
LsArM1PhbqvXK3lDK-Ch_w,"['Greek', 'Mediterranean', 'Middle Eastern', 'Restaurants']"
JqAI4UA2xXPYxvlhzG-i9A,"['Mexican', 'Restaurants']"
EaEGBC6wpkhpRu38PBTg4Q,"['Indian', 'Sri Lankan', 'Restaurants']"
9KAa0PIZO2rrEXfLD3JM7Q,['Restaurants']
a9xP7sxbeGQo7HRfebhbnA,"['Burgers', 'Fast Food', 'Restaurants']"
AEjoE_n2bfbHpr0zkUM9VA,"['Breakfast & Brunch', 'Restaurants']"
eSzd3NNX6rf-qrLNP91OOg,"['Pizza', 'Restaurants']"
hWhkm0CBERtqa-EhTmpecA,"['American (New)', 'Southern', 'Restaurants']"
4GVP--lnUK0qsrLxme53vA,"['Bars', 'Arts & Entertainment', 'Casinos', 'Nightlife', 'Lounges', 'Restaurants', 'Diners']"
0qTluM4Hs4uLMJSxesnLqQ,"['Delis', 'Restaurants']"
adR9Sf2eLQNhKbBqQWEZCA,"['Canadian (New)', 'Restaurants']"
-S7aL8dVIiXjCdbTZVn8uA,"['Kosher', 'Pizza', 'Restaurants']"
HRTg-u2fBf_XzBSUgd6sqQ,"['Mexican', 'Restaurants']"
TCIVUf1frqLehZbaUnuQzQ,"['Mexican', 'Restaurants']"
M7LEY5gIpGEeYgo_DrHlnw,"['Sandwiches', 'Restaurants']"
GTAOZFZqZmis3TuM9H_t1w,"['Tapas/Small Plates', 'American (New)', 'Restaurants']"
BVgnavF-B0wxQhP7wJTAVg,"['Food', 'Bakeries', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']"
xffAOniUi4nbUcejuBf2gw,"['American (Traditional)', 'Restaurants']"
RqsIe5AfEXqsa8shBmbKig,"['American (New)', 'Restaurants']"
E40dOiPYX1oybrtqWoINOg,"['Pizza', 'Restaurants']"
b_DxOFwxbEf5wHz3kbJgeQ,"['Food', 'Coffee & Tea', 'Buffets', 'Restaurants']"
Ls2ZYnTrESmH8t9TpCSHqA,"['Mediterranean', 'Restaurants']"
WrQo9ryHWgALuM08knK4Vw,"['Seafood', 'Restaurants']"
EH7sT3dV-B365RETWCQhIA,"['Burgers', 'Vegetarian', 'Vegan', 'Restaurants']"
LEIAZ7lhVYZjLKYjJyRcmw,"['New Mexican Cuisine', 'Restaurants']"
jJcYziuHjrDo36PTqEPFUA,"['Mexican', 'Restaurants']"
q0aoi6vsi9TBU5-k3FfOOw,"['Pizza', 'Restaurants']"
S69DaIYms_PKBty1d2xeAA,"['Hawaiian', 'Restaurants']"
4KYZxeMyZ5YUp5GvmmCd-Q,"['Pizza', 'Restaurants']"
Ip171EYpuAzZkSZUHz4Y2w,"['Food', 'Food Trucks', 'Barbeque', 'Restaurants']"
flMu0Tz5RsaMzr6K8kg1EA,"['Mexican', 'Restaurants']"
cuxqnMMmbBV0iE2KJJy60Q,"['Chinese', 'Restaurants']"
H8p9e4yYz464awT3P7b1mA,"['American (Traditional)', 'American (New)', 'Restaurants']"
dM-pSFGxckeBu8DIGxfuHA,"['Buffets', 'Restaurants']"
TYwBNaf9XLq5x5ZY6QIyKA,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
GPmV6e8A1gpfrCCrbe3Pkg,"['Fast Food', 'Chinese', 'Restaurants']"
wetCkf15H70FMjYwQ6s7Sg,"['Pizza', 'Restaurants']"
tkHy13-6Iuc46OgBbmAaTw,"['Szechuan', 'Asian Fusion', 'Thai', 'Chinese', 'Restaurants']"
zSWtaJaxz9qXsm3odwBWBQ,"['Italian', 'Pizza', 'Restaurants']"
sfETtnSXA132MURpRNrHAQ,"['Gluten-Free', 'Pizza', 'Salad', 'Restaurants']"
WHq-tdPQ9-6WAgWwbUhgHg,"['Food', 'Bagels', 'Coffee & Tea', 'Delis', 'Restaurants']"
VFe2BDlR1EHgatRMIqR6jw,"['Breakfast & Brunch', 'French', 'Restaurants']"
R-TFTJRdHz-DcD3gZp1Hug,"['Restaurants', 'Italian']"
47Q_CDw7-MDeDNCJMtQOUQ,"['Chinese', 'Restaurants']"
wefhT8hXuMRnZTaWf_e1ZQ,"['Japanese', 'Restaurants']"
_sppJb0durssEnD1fs94mw,"['Burgers', 'Fast Food', 'Restaurants']"
1aHoOynysVOQnkethOWWkA,"['Portuguese', 'Restaurants']"
J_Z_XLjhhtTNOupOwemDqg,"['American (Traditional)', 'Restaurants']"
