OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
GmAGA39Wjv3MLT2ju5ALQQ,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
FSqH6YEKc-F3itN3kfs7ow,"['Hot Pot', 'Chinese', 'Restaurants']"
S8Yf_flWvsZ0nOm2ljupiA,"['Chinese', 'Restaurants']"
Ez-Xfue0q2o0ozoMOJL6zA,"['Fast Food', 'Chinese', 'Restaurants']"
jlFhZFGzROkhhSIfXM1oJQ,"['Food', 'Street Vendors', 'Chinese', 'Restaurants']"
DacThWipWrC-vx0jIelNGw,"['Chinese', 'Restaurants']"
WYd1nHMfXkuSUOXXiXFvpQ,"['Chinese', 'Restaurants']"
yLj-pKIc-V530j1G6ySQ2Q,"['Buffets', 'Chinese', 'Restaurants']"
sNuyncpQdcvfEpfZS-3Yew,"['Chinese', 'Restaurants']"
llZgzQwyy6fgXctdP8NuAw,"['Fast Food', 'Chinese', 'Restaurants']"
6qnB6AQSur85BLx6c11dOA,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
xHyJm3MR5V1XsY1LnTDyWA,"['Chinese', 'Restaurants']"
ChmqODwuYP1ewjmWXtxtsg,"['Chinese', 'Restaurants']"
wjGKNxmB_NUoC4S8lLvm6Q,"['Buffets', 'Chinese', 'Restaurants']"
fxYiDAxCK33ANk8-QemInA,"['Chinese', 'Restaurants']"
ofV8LgJPir14ycKQtUEi6A,"['Chinese', 'Restaurants']"
DjhiChCqDdp3MZgF9bua4A,"['Fondue', 'Chinese', 'Restaurants']"
aInwSigdsLHCdBEb0uPL1Q,"['Chinese', 'Restaurants']"
XtxDe5SQfcW1yDOe1GC29Q,"['Chinese', 'Restaurants']"
MnoF8A3UAghzXKSunNSn2Q,"['Fast Food', 'Chinese', 'Restaurants']"
UtWJ8NGMg-3z28s0RzlUoQ,"['Chinese', 'Restaurants']"
rh9KAy0HzPx4ddyVOOzWKw,"['Chinese', 'Restaurants']"
BpMdiKy1Pf5VdBouzuui4A,"['Sushi Bars', 'Buffets', 'Chinese', 'Restaurants']"
6VaAYF0Pu1O3d-yrQSwk5w,"['Chinese', 'Restaurants']"
3wkQh4bxR0Ao6rK21UIBXA,"['Chinese', 'Restaurants']"
mi1OheI1cFxvnl3Txt28TQ,"['Asian Fusion', 'Japanese', 'Chinese', 'Restaurants']"
Cdnp0HbJ4wVlzffuueG45w,"['Chinese', 'Restaurants']"
p3IleNV_nLmMj-dbzdx9DQ,"['Chinese', 'Restaurants']"
n2vuEfMHtM1ZE2LR9ppLXg,"['Thai', 'Chinese', 'Restaurants']"
8jABKdD78W3ahTlUbU6abA,"['Chinese', 'Restaurants']"
v-7Uh3hcOAE3JdQSxDIosQ,"['Chinese', 'Restaurants']"
kZJqGhDbar8iNZxIiYM6JQ,"['Chinese', 'Restaurants']"
eXALA0wNH2LdwpUlGvWsKw,"['Buffets', 'Chinese', 'Restaurants']"
jwr_Ugjeh8MlbaaKGlWOTQ,"['Chinese', 'Restaurants']"
h0i4gaAXH3GsU4n6yqzL9w,"['Thai', 'Chinese', 'Restaurants']"
I_40De6H0fEIApspLkQ14g,"['Fast Food', 'Chinese', 'Restaurants']"
xzEhmFvpuS_MlmMNTh2egg,"['Shanghainese', 'Chinese', 'Restaurants']"
FvviOkSV9RiNkiC90tchFg,"['Chinese', 'Restaurants']"
MvWxzyY3zIFH1fZL53E1yw,"['Vietnamese', 'Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
TxDKDFQ3ovgzTaNcqKf2Uw,"['Chinese', 'Restaurants']"
s84xnG8SvqI6EIjF3Za-UQ,"['Fast Food', 'Chinese', 'Restaurants']"
bexPpkHMthuCaeC0g0Lrfg,"['Fast Food', 'Chinese', 'Restaurants']"
MSbG0casXVtOzCV7UCtOEw,"['Fast Food', 'Chinese', 'Restaurants']"
TW44bipmQ5fCYbA2D2sajw,"['Fast Food', 'Chinese', 'Restaurants']"
agSP4v1MznaVNrIAeL5GIQ,"['Fast Food', 'Chinese', 'Restaurants']"
4Lhzhtu1TY3s6vy4-Yg7tw,"['Chinese', 'Restaurants']"
9Qt1pt0pk2VWz0chdGk-jw,"['Dim Sum', 'Chinese', 'Restaurants']"
BnV2Ik4FPaYrasKoVx33fg,"['Chinese', 'Restaurants']"
yxvh7Hi4OwTiNqEjCMBvXQ,"['Chinese', 'Restaurants']"
m7cT_avH6bvwUz4f1VgZUA,"['Cantonese', 'Chinese', 'Restaurants']"
XT-fHTsLouy0KDdX0m1B-A,"['Chinese', 'Restaurants']"
QXXkjR4cvN6zVuaUA-vL5w,"['Chinese', 'Restaurants']"
0t9N1QJv9L4HNXpmjHbsVQ,"['Buffets', 'Chinese', 'Restaurants']"
uTd7ksJAy7Zta9r0UXQIuA,"['Chinese', 'Restaurants']"
A5MadrE5Dd_usQUEKmW5pg,"['Food', 'Chinese', 'Food Trucks', 'Restaurants']"
vs3UrHaSnzFOxmFU2UAfxQ,"['Chinese', 'Restaurants']"
NhpdNYXoRofaa649drCz3g,"['Chinese', 'Restaurants']"
_lhblpeTBbfG3TnWLLEGBw,"['Chinese', 'Restaurants']"
DbKtctOWfPO9RWZZOWTSHQ,"['Fast Food', 'Chinese', 'Restaurants']"
pOXf6XJLl2UhLRFd9_toEQ,"['Fast Food', 'Chinese', 'Restaurants']"
Il_zcNJ3NOssj2feDUgaAA,"['Chinese', 'Restaurants']"
s-OomSmBbKJnAkPvCuXFgA,"['Chinese', 'Restaurants']"
iZIfvOJ1JrxeUXf9tNvu2Q,"['Asian Fusion', 'Chinese', 'Restaurants']"
iZpgRNPogioU5sEaDyl5uw,"['Chinese', 'Restaurants']"
KC_QQkMAQUGr1-0W9yObtg,"['Szechuan', 'Chinese', 'Restaurants']"
ImghNwml8N-ncAqhXe00hg,"['Chinese', 'Restaurants']"
LVUQqdy6sGRXO7UJqhC8-A,"['Vegetarian', 'Vegan', 'Chinese', 'Restaurants']"
pHBPPZDTsYdQSSKqq86eXg,"['Chinese', 'Restaurants']"
kbjwpfsKEvsEOVUsxSbbSA,"['Buffets', 'Chinese', 'Restaurants']"
GomQNpH-7_Gv0l5E7ShuFA,"['Fast Food', 'Chinese', 'Restaurants']"
W_bEI5C6A2Krw6JTEtZn_w,"['Bars', 'Nightlife', 'Chinese', 'Restaurants']"
gflPQSMoRV6ghQhNog9lkQ,"['Chinese', 'Restaurants']"
AumuGuTg3HqvtwbLPi-ZCg,"['Thai', 'Chinese', 'Restaurants']"
64ye6OoF_PsyCSQGspE_3g,"['Chinese', 'Restaurants']"
cMvN1j-LK64zqmT4vnl8NA,"['Mexican', 'Chinese', 'Restaurants']"
0QTn4pMzKv1mnQifcP9YoQ,"['Sushi Bars', 'Chinese', 'Restaurants']"
OfM8lY5Dtawbf0En6acrrw,"['Chinese', 'Restaurants']"
iT18M78EIo8BLGaD7pL2Yw,"['Chinese', 'Restaurants']"
PSFWA3pgyB0-uE6hG2GXAQ,"['Seafood', 'Chinese', 'Restaurants']"
nLLs9fIiWw6WDku3_2NVVA,"['Chinese', 'Restaurants']"
6AmBMN_8KBxjFii4inppJw,"['Chinese', 'Barbeque', 'Restaurants']"
KHU2QER24Dbucct1dfEWGQ,"['Fast Food', 'Chinese', 'Restaurants']"
LlDZRa9rF1E3Fql0EPcJKw,"['Chinese', 'Restaurants']"
m2M7X5ItFvhOC7a6B7JcDg,"['Thai', 'Asian Fusion', 'Chinese', 'Restaurants']"
CqKiF2X0_4erH02-CUiweQ,"['Seafood', 'Chinese', 'Restaurants']"
TnKMo7BnsbqFaeNL1GY3og,"['Buffets', 'Chinese', 'Restaurants']"
8REGSaP_BKW1_rCQxY3G4Q,"['Chinese', 'Restaurants']"
BhDG97oG155mLFbvoWnyoA,"['Chinese', 'Restaurants']"
c4OgeIT4CEj73rMUZggBaw,"['Sushi Bars', 'Asian Fusion', 'Chinese', 'Restaurants']"
U9gYVH5VjlyyiD7DCrsXrA,"['Dim Sum', 'Chinese', 'Restaurants']"
cWpypZPNGKRUthC-4f9tuA,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
GNKYSfEwRL7enQYBKeA76Q,"['Chinese', 'Restaurants']"
yQONzVpX-DEpGSuKMIov6A,"['Chinese', 'Restaurants']"
7H5MW_hw0ns2nslHULBKzQ,"['Chinese', 'Restaurants']"
vGqquKUhtzw3hosrYfxf4A,"['Chinese', 'Restaurants']"
INvQb5FodB6cBiPRMn7t4Q,"['Chinese', 'Restaurants']"
NjmBJ6Ptav41MgdhKirF_Q,"['Noodles', 'Chinese', 'Restaurants']"
Jw1ucgEz9SlUKK7_7sqOdw,"['Chinese', 'Restaurants']"
t30Ua_mSiClnpBqud84ygw,"['Buffets', 'Chinese', 'Restaurants']"
8z2DkKf_FrPVNtt_5w4QsQ,"['Fast Food', 'Chinese', 'Restaurants']"
djaLlLr3jlPApAqL4exhxQ,"['Chinese', 'Restaurants']"
jgWAgT7LWPTf5wju9Q-kiw,"['Chinese', 'Restaurants']"
NT0HMA345rSfJt9lqInMtg,"['Chinese', 'Restaurants']"
-Gse8l_ec33gkWgotCLsew,"['Chinese', 'Restaurants']"
QlNXfJnMhwQYboL3_Tp3UQ,"['Chinese', 'Restaurants']"
F83X7F2FnEGyXJHc1rZxVQ,"['Seafood', 'Cantonese', 'Chinese', 'Restaurants']"
7f21MbcOzrlE1kMYe12LMQ,"['Chinese', 'Vietnamese', 'Sushi Bars', 'Japanese', 'Thai', 'Korean', 'Restaurants']"
DNauIohNaHF6Z5GKQv6JGQ,"['Chinese', 'Restaurants']"
mJGkX8Qmqwn4bohQ1XDMEA,"['Chinese', 'Restaurants']"
U35V81BeSi8NUHA2zxp71w,"['Japanese', 'Chinese', 'Restaurants']"
D-JSkBvz3NQOLJ1lQgBXiQ,"['Fast Food', 'Chinese', 'Restaurants']"
qam5QKFE2a8MQBkxznrr3w,"['Bars', 'Chinese', 'Seafood', 'Cocktail Bars', 'Nightlife', 'Restaurants']"
wzK3QuhmrRrx6D0fRGjRZw,"['Chinese', 'Restaurants']"
hr1mrZZCSEErFj-xKW0YQA,"['Food', 'Desserts', 'Bakeries', 'Chinese', 'Restaurants']"
jO8IWN5imZJ5Nq5qPLqgFQ,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
cYwsZnepICWo6CTJWAkezg,"['Buffets', 'Chinese', 'Restaurants']"
hrbA1-im_sd3c6ZL1A6-QA,"['Chinese', 'Restaurants']"
wccFOUVaqeNBRaY27wOCyg,"['Chinese', 'Restaurants']"
6MhuRbTslAHs7CGG7wQgRQ,"['Chinese', 'Restaurants']"
AvcGHFz4EY5VY2StiB2BMw,"['Chinese', 'Restaurants']"
4_xxWpQKhBWhAOvfVPmFXQ,"['Chinese', 'Restaurants']"
7hvtFt_oea5UncTQ1WBlyA,"['Buffets', 'Chinese', 'Restaurants']"
QR5J-Gvre69OU_kCqjhByg,"['Chinese', 'Restaurants']"
watqY4fLMJTqs5UgItegGg,"['Chinese', 'Restaurants']"
2CcO6bTk9Fs3sAwodab3-w,"['Chinese', 'Restaurants']"
iBZRphMDFcS2aMbawc1OvA,"['Chinese', 'Restaurants']"
7hnxPXd18mfkAmRZ71SwmQ,"['Chinese', 'Restaurants']"
_c98YKUKcD43F7oAPefM8A,"['Chinese', 'Restaurants']"
vrkhs3YxUPa21YgkfsveOg,"['Chinese', 'Restaurants']"
2UTK4DGVGfld0KjcjQK9Rg,"['Fast Food', 'Chinese', 'Restaurants']"
SYSBZeffWbScfQsI_e4b0w,"['Buffets', 'Chinese', 'Restaurants']"
oC8-aoXrPAjN_eypfte6tQ,"['Chinese', 'Restaurants']"
ro17yuwmjOYk5_JwJRuAIQ,"['Chinese', 'Restaurants']"
LQbzGUOXOxYqAWInQ1terw,"['Buffets', 'Chinese', 'Restaurants']"
6XbQww8TapHAgA3fAp4nPg,"['Seafood', 'Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
J4b3g1g0peQ-uOktMsZjfg,"['Japanese', 'Chinese', 'Restaurants']"
NIkRE72lwk-Fmp2Jr6xfew,"['Chinese', 'Restaurants']"
COCx7u15yxtFwEcck7Z8Rg,"['Food', 'Tea Rooms', 'Chinese', 'Restaurants']"
9dcGErA0_ImWRJ0l6uMOJw,"['Chinese', 'Restaurants']"
MKsb2VpLB-0UBODcInDsSw,"['Chinese', 'Restaurants']"
KzeBOEYw4-pGi81l_yND5g,"['Chinese', 'Restaurants']"
GToWxpkoCfAjdkTwdm4y2Q,"['Taiwanese', 'Chinese', 'Restaurants']"
Vh_n4t1qLlkdOUH6CF3xvg,"['Chinese', 'Restaurants']"
EWnSPExh_T5zTv6oMJOC5g,"['Asian Fusion', 'Chinese', 'Restaurants']"
CBkGxR3tZjR91bmI0gUuBQ,"['Chinese', 'Restaurants']"
YO-hq425916TWm4Rj2-Y-A,"['Buffets', 'Chinese', 'Restaurants']"
q4nEzyoYXD90YT0eMQxjyg,"['Restaurants', 'Event Planning & Services', 'Chinese', 'Caterers']"
2nsDAIDkyD1sfE4ImA0oYw,"['Chinese', 'Restaurants']"
T4D7wX6GuCYChwRmser-0A,"['Chinese', 'Restaurants']"
ECbznso003XMWuS5jfClyw,"['Chinese', 'Restaurants']"
wN1uy6ebV5TTBytWS1589w,"['Chinese', 'Restaurants']"
OnhYvrZGjvzGtq39fCcVlw,"['Hot Pot', 'Seafood', 'Chinese', 'Restaurants']"
rEC1QrZVEYH8LpowJ_DNZA,"['Fast Food', 'Chinese', 'Restaurants']"
jpgmMTN__BHg_lnJEUjM-g,"['Chinese', 'Restaurants']"
uETBXZTmQcH2SuzSdkwi8Q,"['Asian Fusion', 'Chinese', 'Restaurants']"
5tYLVPc2PKnj6E62sY6QMg,"['Seafood', 'Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
n6Hau_a7miaQtlb6gC2boQ,"['Chinese', 'Restaurants']"
HL_UIPnpucXrP7IHMoJGjA,"['Chinese', 'Restaurants']"
pfa3ATj8ySWirJcQ9Sai1Q,"['Fast Food', 'Chinese', 'Restaurants']"
wc0a0XLhcMkoEQx1TbuhpQ,"['Japanese', 'Chinese', 'Restaurants']"
GQ9BI7E7s-yRTKiijL0AWQ,"['Chinese', 'Restaurants']"
ljTDR-kQ3nSz3jruE76R4A,"['Chinese', 'Restaurants']"
E0rdhUQQ2VjBcNb8AeRbdg,"['Chinese', 'Restaurants']"
mMTH3CGc_-Mv0N2KiOjaUA,"['Chinese', 'Restaurants']"
bBQo9CwaNb-0m-p0YjLGbg,"['Greek', 'Pizza', 'Chinese', 'Restaurants']"
BywnwBmTMHrChhyJZtmI_A,"['Chinese', 'Restaurants']"
O9ro4MvZ7LDQC76zLEg7AQ,"['Chinese', 'Restaurants']"
b5J9TrtosHDCkepP0-8jOQ,"['Chinese', 'Restaurants']"
Hxw3hG8Efg6WXSa5oRJhrA,"['Fast Food', 'Chinese', 'Restaurants']"
JQKOBllhtI_X5ZjpWSum6A,"['Dim Sum', 'Chinese', 'Restaurants']"
kALWQ76kSTrt_WhdjLAs3g,"['Seafood', 'Buffets', 'Chinese', 'Restaurants']"
czqHyYZuxqPtEEDGclPRHA,"['Fast Food', 'Chinese', 'Restaurants']"
6FGwEHnoD-mM-PiXrhxOlw,"['Chinese', 'Restaurants']"
EH_eLoNJy1ZGlQwNJ9n8jA,"['Chinese', 'Restaurants']"
hFm60FnwvZJQXEVeEtUuaw,"['Thai', 'Chinese', 'Restaurants']"
hxxUA1ickZm9X2ERy749dg,"['Dim Sum', 'Chinese', 'Restaurants']"
xxyuGOeAWnKVwIfoKnfUNA,"['Chinese', 'Restaurants']"
Kfbs3K37ZczrOQnoxgzNkw,"['Fast Food', 'Chinese', 'Restaurants']"
dxAlupwjiQH91m4cE9a17g,"['Chinese', 'Restaurants']"
yeuMWkSpaEYEV5beeMeqng,"['Chinese', 'Restaurants']"
M5E7DW8rqI4v37HhD2pzGQ,"['Chinese', 'Restaurants']"
Tigw_9LXyHL63Eu3XAXwRw,"['Chinese', 'Restaurants']"
sv1B-Y8EoUn5B4JHDZHwNQ,"['Chinese', 'Restaurants']"
Ft7BXN0D9x_XcVd-VZeLeA,"['Buffets', 'Chinese', 'Restaurants']"
rHl7fCXz78i89rEaflTPvw,"['Chinese', 'Restaurants']"
pTy-SJdZrQw5i5Hbbge5kg,"['Chinese', 'Restaurants']"
Dqrwx3Za1_ZJStjXmZ1wjg,"['Hot Pot', 'Mongolian', 'Chinese', 'Restaurants']"
A-DrNFzlaynJgnPtu8LBMw,"['Vietnamese', 'Asian Fusion', 'Chinese', 'Restaurants']"
4kWZUrfVJNnnyhEUfJVMAw,"['Chinese', 'Restaurants']"
wEsor9I2DcyYoR3brlqIMw,"['Fast Food', 'Chinese', 'Restaurants']"
c8oWa6bRYYe070dLeMwf3g,"['Chinese', 'Restaurants']"
3cSnc2Ts0GckC9QRvlQbKA,"['Noodles', 'Chinese', 'Restaurants']"
3aR6QgHT4AFMsNG9e4T4xA,"['Chinese', 'Restaurants']"
9x0rvR9SSX5mO1vUqx_hnQ,"['Chinese', 'Restaurants']"
K5Ma37TlDL9Jw0DJlhASHQ,"['Chinese', 'Restaurants']"
3sNMMiuVxNzAefsVGmfVjQ,"['Chinese', 'Restaurants']"
RRtu1D6qpVcpiQnMM8EhIg,"['Chinese', 'Restaurants']"
K7C5MYL9qcjnaVL291J-Tg,"['Chinese', 'Restaurants']"
JV1wqegXGmL3KLalqVf_nQ,"['Chinese', 'Restaurants']"
IajLEuqz49slYhVoFGZapg,"['Fast Food', 'Chinese', 'Restaurants']"
VQtMFcgkRz7MCIo9sPDaeg,"['Chinese', 'Restaurants']"
-7XuLxfYwZ9x72mEKXdv0A,"['Chinese', 'Restaurants']"
_YXBQ5Z75ZVlSV1HUtXgBg,"['Japanese', 'Chinese', 'Restaurants']"
CogtYOyfctL4yT0L4pE-4g,"['Chinese', 'Restaurants']"
2zag3j-zdjBsDtIbVYXxLg,"['Szechuan', 'Chinese', 'Restaurants']"
dLqRa4P-ejeHxPHxZ2Naqg,"['Thai', 'Chinese', 'Restaurants']"
IxZUzrOHnVbcW3sKpU8ZtQ,"['Chinese', 'Restaurants']"
vNSSn98ePYBbCwRCDnRlVA,"['Chinese', 'Restaurants']"
mjoxSQR7bFQtlIIjfNfaSQ,"['Chinese', 'Restaurants']"
mThyP-DoLN3Y4UK7YM9uFg,"['Chinese', 'Restaurants']"
pGGvJTENMujDfrXhAmweOA,"['Hot Pot', 'Chinese', 'Restaurants']"
uPi6x5e3LZLRxSePsdsjAQ,"['Fast Food', 'Dim Sum', 'Chinese', 'Restaurants']"
ajQhxTUPqp6KES4B9SNzIQ,"['Chinese', 'Restaurants']"
--zgHBiQpr8H2ZqSdGmguQ,"['Buffets', 'Chinese', 'Restaurants']"
cibtubYc6gd8T6Y-nPPByw,"['Chinese', 'Restaurants']"
woG0Ylj5C2NW3MyeumkcWg,"['Chinese', 'Restaurants']"
w8b3N7iZAtJPYTW_l-MYtQ,"['Chinese', 'Restaurants']"
BfiU8hGgUpNNm7t-ljnwmw,"['Chinese', 'Restaurants']"
OCIVR4SlMNx5iGjf8x5_Og,"['Vegetarian', 'Chinese', 'Restaurants']"
QVesm87d7Ibbe7qKTSRpow,"['Chinese', 'Restaurants']"
uVaWsf5ZN5vc5EC_J8bEvQ,"['Chinese', 'Restaurants']"
ozfvymkBqw8j0Oa_tC5mpA,"['Thai', 'Chinese', 'Restaurants']"
XZpUbduFE3HUbFkt1Zk3aA,"['American (Traditional)', 'Chinese', 'Restaurants']"
90cXISxpH5NaOKhie7SD7w,"['Chinese', 'Restaurants']"
hvER_zW13VMzZQORJTvm_w,"['Food', 'Bubble Tea', 'Taiwanese', 'Chinese', 'Restaurants']"
s9xhX1EOFFuXhdxX8g-24A,"['Sushi Bars', 'Chinese', 'Restaurants']"
HRfH9_Yr8LFh-lYw5qfy2A,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
fSyyauFGkgfRSz9bPNKVRg,"['Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
A8q8miBWQ5-wgLwuE1L-2Q,"['Fast Food', 'Chinese', 'Restaurants']"
C8eIJ_fuWhUUERCSaTZehg,"['Asian Fusion', 'Chinese', 'Restaurants']"
AYAb0qJX5wuT2sRtz4CjpA,"['Chinese', 'Restaurants']"
OQIDPNTLuOD8io9FoKKIKA,"['Chinese', 'Restaurants']"
R-YvclSoRmvBSFGYrHitXA,"['Chinese', 'Restaurants']"
4DDbIvNtzfhLRwz-EOLFDA,"['Fast Food', 'Chinese', 'Restaurants']"
G8qH6TbfEhoYmS9KZM2Hfg,"['Chinese', 'Restaurants']"
dvjYiddhJ2HrosdSBAqngg,"['Chinese', 'Restaurants']"
8OEdYTXuDFpE0VG7DDFWDw,"['Chinese', 'Restaurants']"
6M1F5AECDtWff1Tu3uLEWA,"['Chinese', 'Restaurants']"
a3MCH5E_dgZIv0LzOXIAOA,"['Chinese', 'Restaurants']"
1lG_Cf7fX2QWDrsRxU2iFA,"['Chinese', 'Restaurants']"
NmYTwkqyaCtEg3wifBkxkw,"['Chinese', 'Restaurants']"
1KFrIIhGMKwo2IvWnwAoSg,"['Chinese', 'Restaurants']"
QXffVRWRLx3pZzgN9KeQkA,"['Chinese', 'Restaurants']"
CHhYILNXTM3DIhmnpXlB3Q,"['Chinese', 'Restaurants']"
4PvhZdmpkPy8fjzWMSY6jw,"['Food', 'Bubble Tea', 'Taiwanese', 'Chinese', 'Restaurants']"
sFS2RWCXUqwSRVLMn5S6oA,"['Chinese', 'Restaurants']"
isCu7-P3Ky1Mw6d0jbFM0A,"['Chinese', 'Restaurants']"
elq4hC3DCRIgpX-OZEJo0g,"['Chinese', 'Restaurants']"
V3S6RpKgYc5XCLjgI9JeeQ,"['Chinese', 'Restaurants']"
h9RR2Gu6hoGPiW4afh7zhQ,"['Japanese', 'Chinese', 'Restaurants']"
81sqVj0xHyJXGYT0ip5fmQ,"['Chinese', 'Restaurants']"
Zx8_4zKdDBSO3qGrkukBIA,"['Szechuan', 'Asian Fusion', 'Mexican', 'Chinese', 'Restaurants']"
S0-ogMb6FFLyau1XOaLcjw,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
kAjwEeUkPi0u9fRwoR8YTQ,"['Chinese', 'Restaurants']"
9PrgqakLyqlxTTqvvfYNyA,"['Asian Fusion', 'Chinese', 'Restaurants']"
pj2vO-JQWgV5cqqLu1GCuw,"['Chinese', 'Restaurants']"
7efXQZC9sNjE5BWJotxVBw,"['Chinese', 'Restaurants']"
-3WVw1TNQbPBzaKCaQQ1AQ,"['Chinese', 'Restaurants']"
CuqjCQt-gCYBYFLDOdsQcA,"['Buffets', 'Chinese', 'Restaurants']"
7tF__YC7VkQs671ZtsYrgw,"['Chinese', 'Restaurants']"
0MQbIFVam9tIRLSdz5_Rag,"['Chinese', 'Restaurants']"
AkL5mRMO6otNgU5WWOZDMw,"['Chinese', 'Restaurants']"
_20WCD89imWx15jlxv7kGg,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
UZS8qFGAZGGHTqYLApgANw,"['Chinese', 'Restaurants']"
qc_xWMTf3cuIsZ6mGQCEPQ,"['Chinese', 'Restaurants']"
pKpxPqBnoeFaL9GkMn0xhQ,"['Chinese', 'Restaurants']"
-wCSqZ_VFDm7M5A2-quWFA,"['Chinese', 'Restaurants']"
Cg12SRwvqFuNFx-rt3A3gw,"['Fast Food', 'Chinese', 'Restaurants']"
8-HkVgPClpSli0ug3Uk-sQ,"['Seafood', 'Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
eQdQYR5hvMLiYDF41lOtCw,"['Fast Food', 'Chinese', 'Restaurants']"
KQof0faM47VWDoZ2BnwLIg,"['Bars', 'Chinese', 'Asian Fusion', 'Wine Bars', 'Nightlife', 'Restaurants']"
EmfFctZmKZM4fy2rEmPZ6w,"['Hot Pot', 'Japanese', 'Chinese', 'Restaurants']"
yXBo7Wgos9B-KzkYSMrNJw,"['Dim Sum', 'Chinese', 'Restaurants']"
j5zlUy0uST-V5ae2kF9ttg,"['Chinese', 'Restaurants']"
uFwC7N9APy8oTjhda3p9lw,"['Fast Food', 'Asian Fusion', 'Szechuan', 'Chinese', 'Restaurants']"
LYCaveWFti6kUHpMzYKLjA,"['Chinese', 'Restaurants']"
b8S6T3wudvaj2OL3FxG02w,"['Chinese', 'Restaurants']"
kdtreSdAr4WoKAl0M3QykA,"['Chinese', 'Restaurants']"
wQBHNxgueDcpTmOiL_yttQ,"['Chinese', 'Restaurants']"
xAzetwlbJtJf8jSUdubo2w,"['Chinese', 'Restaurants']"
RPYgi8IYCOnz1WHF3pQheQ,"['Taiwanese', 'Chinese', 'Restaurants']"
51Tvv-QOiFeEcELzDuO1fQ,"['Chinese', 'Restaurants']"
hlCb3C2EYxs4La6hjgUzsw,"['Fast Food', 'Chinese', 'Restaurants']"
nx89PJYHZErMoZS7uxZrIQ,"['Chinese', 'Restaurants']"
aQhH3ulfs96PQgegDlGSuA,"['Chinese', 'Restaurants']"
qGLbC9dAM1c40MN3aVaDIA,"['Chinese', 'Restaurants']"
sgBl3UDEcNYKwuUb92CYdA,"['Seafood', 'Dim Sum', 'Chinese', 'Restaurants']"
l1kqHWtICTNk8TdCNisf5A,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
LXBrtq1JlpMg2HgCEUgUIw,"['Chinese', 'Restaurants']"
nLpV9fo8xml-QHOKyOje2A,"['Fast Food', 'Chinese', 'Restaurants']"
fsWrXr42acPXByS_TdNgiA,"['Chinese', 'Restaurants']"
1_AcAa6m09HVXrfm-1B5Tg,"['Comfort Food', 'Singaporean', 'Chinese', 'Restaurants']"
PxqufEwqzIHAbQGRdZ3bUw,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
nY21kL3VP8SJnId4MdoRYA,"['Dim Sum', 'Chinese', 'Restaurants']"
Wns0UP_28xk6uZ-b6LrMnQ,"['Buffets', 'Chinese', 'Restaurants']"
t-oEAKaswXxRUjvJrLr-Vw,"['Chinese', 'Restaurants']"
CuYHDItnOSfSlPfPDA9Btw,"['Chinese', 'Restaurants']"
Q9KILetOPQLzIf7Ki3D8-g,"['Sushi Bars', 'Asian Fusion', 'Chinese', 'Restaurants']"
MhMFi7hae_KsaK8lHcg0iQ,"['Asian Fusion', 'Chinese', 'Restaurants']"
vubRS4bmJ_8yXpn-67wNZA,"['Chinese', 'Restaurants']"
Xnwjo2TUu4AyGdmsxeG7OQ,"['Asian Fusion', 'Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
EsYYJwZqo-SP82_LFyTKEg,"['Chinese', 'Restaurants']"
gorJWcHdUVAhiJcuAJOIXA,"['Chinese', 'Restaurants']"
aKP2JIVNqVtXLkSEMHKRsw,"['Fast Food', 'Chinese', 'Restaurants']"
iJ1sn2uJjbrakL4pJdoLFQ,"['Chinese', 'Restaurants']"
ILCmRBaN0aoanKPdIYwyzw,"['Chinese', 'Restaurants']"
9zTMcz5qV1nkq239nGFamA,"['Asian Fusion', 'Japanese', 'Chinese', 'Restaurants']"
awgH-AOkuEX22F9ObdVHIA,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
TpYL1P0CqqoDdfqdTCHpwg,"['Chinese', 'Restaurants']"
0L-d_BgUto2XJnuncUEpnQ,"['Asian Fusion', 'Chinese', 'Restaurants']"
dMwwBt0BcE4zfIiBBXMogg,"['Bars', 'Nightlife', 'Chinese', 'Restaurants']"
jWN_2gdYwGbc4sAvtUUWIA,"['Chinese', 'Restaurants']"
LsvxR42IUWq6GltLoI7YRg,"['Hawaiian', 'Chinese', 'Restaurants']"
